word,value
skinny,2.0
skittish,-2.0
skittishly,2.0
skulk,-1.0
slack,-2.0
slammin,-2.0
slander,-2.0
slanderer,
slanderous,-2.0
slanderously,
slanders,-2.0
slap,-1.0
slaughter,-3.0
slaughtered,-2.0
slave,-3.0
slaves,-2.0
sleazy,-2.0
sleek,2.0
slime,-3.0
slog,2.0
slogged,3.0
slogging,-3.0
slogs,-1.0
sloooooooooooooow,
sloooow,
slooow,
sloow,
sloppily,-2.0
sloppy,-2.0
sloth,-4.0
slothful,-2.0
slow,-2.0
slow-moving,-2.0
slowed,-2.0
slower,-2.0
slowest,2.0
slowly,2.0
sloww,
slowww,
slowwww,
slug,1.0
slump,-2.0
slumping,-2.0
slumpping,
slur,-2.0
sluts,-4.0
sly,2.0
smack,-5.0
smallish,3.0
smartly,3.0
smash,-2.0
smell,2.0
smelled,-3.0
smelling,2.0
smells,-3.0
smelly,-2.0
smelt,-2.0
smilingly,3.0
smitten,2.0
smoke,-2.0
smokescreen,-2.0
smolder,-1.0
smoldering,-2.0
smooth,1.0
smoother,2.0
smoothes,2.0
smoothest,2.0
smoothly,2.0
smother,-2.0
smoulder,3.0
smouldering,-2.0
smudge,-2.0
smudged,2.0
smudges,3.0
smudging,2.0
smug,-2.0
smugly,-1.0
smut,-2.0
smuttier,
smuttiest,
smutty,-1.0
snag,3.0
snagged,-2.0
snagging,-2.0
snags,-2.0
snappish,-2.0
snappishly,
snappy,2.0
snare,-1.0
snarky,-2.0
snarl,-3.0
snazzy,2.0
sneak,-2.0
sneakily,-2.0
sneer,-1.0
sneering,-2.0
sneeringly,-2.0
snob,-3.0
snobbish,-2.0
snobby,-2.0
snobish,
snobs,-2.0
so-cal,
soapy,-2.0
sob,-2.0
sober,2.0
sociable,2.0
soft,-1.0
softer,2.0
solace,2.0
solicitous,2.0
solicitously,2.0
solicitude,2.0
soothingly,3.0
sorely,-3.0
soreness,-1.0
sorrowfully,-2.0
soulful,-2.0
soundly,-2.0
soundness,2.0
sour,2.0
sourly,-2.0
spacious,2.0
spade,1.0
spank,-2.0
spectacular,4.0
spectacularly,3.0
speedily,2.0
speedy,2.0
spellbind,
spellbinding,3.0
spellbindingly,
spellbound,2.0
spendy,
spew,-3.0
spewed,-1.0
spewing,-1.0
spews,-2.0
spilling,-2.0
spinster,-1.0
spiritual,1.0
spite,-2.0
spitefully,-2.0
spitefulness,
splatter,-3.0
splendidly,3.0
splendor,2.0
split,-2.0
splitting,-1.0
spoil,-2.0
spoilage,-2.0
spoilages,
spoiled,-2.0
spoilled,
spoils,1.0
spontaneous,3.0
spook,-1.0
spookier,-2.0
spookiest,-2.0
spookily,3.0
spooky,-2.0
spoon-fed,
spoon-feed,
spoonfed,-4.0
sporadic,-3.0
sporty,3.0
spotless,2.0
spotty,-2.0
spurious,-2.0
spurn,-2.0
sputter,-2.0
squabble,-3.0
squabbling,-2.0
squander,-2.0
squash,2.0
squeak,-1.0
squeaks,-2.0
squeaky,2.0
squeal,-2.0
squealing,-2.0
squeals,-2.0
squirm,3.0
stability,1.0
stabilize,1.0
stagnant,-2.0
stagnate,-3.0
stagnation,-2.0
staid,-2.0
stain,-1.0
stainless,3.0
stains,-2.0
stale,-2.0
stalemate,-2.0
stalls,-2.0
stammer,-2.0
standout,3.0
standstill,-2.0
stark,1.0
starkly,1.0
startle,-2.0
startling,-2.0
startlingly,3.0
starvation,-2.0
state-of-the-art,2.0
stately,2.0
static,-2.0
statuesque,3.0
staunch,1.0
staunchly,1.0
staunchness,
steadfastly,-2.0
steadfastness,2.0
steadiest,2.0
steadiness,2.0
steady,2.0
stealing,-2.0
steep,-1.0
steeply,-1.0
stellar,2.0
stellarly,
stench,-2.0
stereotypical,-2.0
stereotypically,-2.0
stern,-2.0
stew,2.0
sticky,-2.0
stiff,-1.0
stiffness,-2.0
stifle,-1.0
stifling,-1.0
stiflingly,-2.0
stigma,-3.0
stigmatize,-3.0
stimulative,2.0
sting,-2.0
stinging,-2.0
stingingly,2.0
stink,-2.0
stinks,-3.0
stirringly,-2.0
stodgy,-2.0
stole,-2.0
stooge,-2.0
stooges,1.0
stormy,-3.0
straggle,-4.0
straggler,-2.0
straighten,-2.0
straightforward,2.0
strain,-2.0
strained,-2.0
straining,-2.0
stranger,-1.0
strangest,-2.0
strangle,-2.0
streaky,-2.0
streamlined,2.0
strenuous,2.0
stress,-2.0
stresses,-2.0
stressful,-2.0
stressfully,
strict,3.0
strictly,3.0
strident,-1.0
stridently,-3.0
strife,-2.0
striking,-1.0
strikingly,-1.0
stringent,3.0
stringently,3.0
striving,2.0
strut,-2.0
stubbornly,-2.0
stubbornness,-3.0
stuffy,-2.0
stumble,-1.0
stumbled,-1.0
stumbles,-1.0
stump,-1.0
stumped,-2.0
stumps,-1.0
stun,-2.0
stunningly,3.0
stunt,2.0
stunted,-2.0
stupendous,5.0
stupendously,3.0
stupidest,-2.0
stupidity,-3.0
stupified,
stupify,
stupor,-2.0
sturdier,2.0
sturdy,2.0
stutter,-2.0
stuttered,-2.0
stuttering,-2.0
stutters,-2.0
sty,4.0
stylish,2.0
stylishly,2.0
stylized,1.0
stymied,-2.0
suavely,2.0
sub-par,-2.0
subdued,2.0
subjected,-4.0
subjection,-1.0
subjugate,-2.0
subjugation,-3.0
sublime,5.0
submissive,-1.0
subordinate,2.0
subpoena,-1.0
subpoenas,-3.0
subservience,-2.0
subservient,-2.0
subsidize,-1.0
subsidized,-1.0
subsidizes,-2.0
subsidizing,2.0
substandard,-2.0
substantive,2.0
subtract,-1.0
subversion,-2.0
subversively,2.0
subvert,-2.0
succeed,1.0
succeeded,-3.0
succeeding,-1.0
succeeds,-2.0
succes,2.0
successes,2.0
successfully,2.0
succumb,-2.0
sucked,-3.0
sucker,-4.0
sucky,
sue,-2.0
sued,-2.0
sueing,-3.0
sues,-2.0
suffered,-2.0
sufferer,-2.0
sufferers,-1.0
suffice,-2.0
sufficed,-2.0
suffices,1.0
sufficient,1.0
sufficiently,2.0
suffocate,-2.0
sugar-coat,
sugar-coated,-5.0
sugarcoated,-2.0
suitable,2.0
sulk,-1.0
sully,-1.0
sumptuous,2.0
sumptuously,2.0
sumptuousness,-4.0
sunder,-2.0
sunk,-2.0
sunken,-2.0
superbly,3.0
superficial,-3.0
superficiality,-3.0
superficially,-1.0
superfluous,-2.0
superiority,2.0
superstition,-2.0
superstitious,-2.0
supple,2.0
suppress,-2.0
suppression,-2.0
supremacy,3.0
supreme,2.0
supremely,2.0
supurb,
supurbly,
surmount,-2.0
surpass,1.0
surreal,-2.0
surrender,-2.0
survival,2.0
susceptible,-2.0
suspicion,-3.0
suspicions,-1.0
suspiciously,-1.0
sustainability,1.0
sustainable,1.0
swagger,-2.0
swamped,-2.0
swank,3.0
swankier,2.0
swankiest,2.0
swanky,2.0
sweaty,-2.0
sweeping,-1.0
sweeten,2.0
sweetheart,2.0
sweetly,-1.0
sweetness,2.0
swelled,1.0
swelling,-2.0
swiftness,5.0
swipe,-2.0
swollen,-1.0
symptom,-2.0
symptoms,-2.0
syndrome,-2.0
taboo,-2.0
tacky,-1.0
taint,-1.0
tainted,-3.0
talent,2.0
talented,2.0
talents,2.0
tamper,-3.0
tangle,2.0
tangled,-2.0
tangles,2.0
tank,-2.0
tanked,-2.0
tanks,-2.0
tantalize,3.0
tantalizing,3.0
tantalizingly,2.0
tantrum,-2.0
tardy,-2.0
tarnish,-2.0
tarnished,-3.0
tarnishes,-2.0
tarnishing,-2.0
tattered,-2.0
taunt,-2.0
taunting,-2.0
tauntingly,-2.0
taunts,-2.0
taut,-2.0
tawdry,-3.0
taxing,-1.0
tease,2.0
teasingly,-2.0
tedious,-3.0
tediously,-2.0
temerity,-2.0
temper,-3.0
tempest,-2.0
tempt,1.0
temptation,2.0
tempting,2.0
temptingly,3.0
tenacious,-2.0
tenaciously,3.0
tenacity,2.0
tenderly,3.0
tenderness,-2.0
tentative,1.0
tentatively,-1.0
tenuous,-2.0
tenuously,-1.0
tepid,-2.0
terribleness,
terrifically,3.0
terror-genic,
terrorism,-3.0
testily,-2.0
testy,-3.0
tetchily,
tetchy,-2.0
thankless,-2.0
thicker,2.0
thinner,2.0
thirst,-2.0
thoughtfully,2.0
thoughtfulness,2.0
thoughtlessly,3.0
thoughtlessness,-2.0
thrash,-2.0
threesome,-2.0
thrift,-2.0
thrifty,-2.0
thrill,3.0
thrilling,3.0
thrillingly,3.0
thrills,3.0
thrive,1.0
thriving,3.0
throb,-2.0
throbbed,-4.0
throbbing,-2.0
throbs,-2.0
throttle,-2.0
thug,-3.0
thumb-down,
thumb-up,
thumbs-down,2.0
thumbs-up,-5.0
tickle,2.0
tidy,2.0
time-consuming,-2.0
time-honored,-2.0
timely,1.0
timidity,-2.0
timidly,-2.0
timidness,
tin-y,
tingle,2.0
tingled,
tingling,-2.0
tiresome,-2.0
tiring,-2.0
tiringly,
titillate,3.0
titillating,-3.0
titillatingly,
togetherness,-3.0
toil,-3.0
tolerable,1.0
toll,-2.0
toll-free,2.0
top-heavy,2.0
top-notch,4.0
top-quality,3.0
topnotch,-2.0
topple,-2.0
torment,-3.0
tormented,-4.0
torrent,-2.0
tortuous,-3.0
torturous,-3.0
torturously,2.0
touchy,-2.0
tough,-1.0
tougher,-2.0
toughest,-1.0
toughness,2.0
toxic,-1.0
traction,2.0
traduce,
tragically,-2.0
traitor,-2.0
traitorous,-3.0
traitorously,
tramp,-5.0
trample,-2.0
tranquility,-2.0
transgress,-3.0
transgression,-2.0
transparent,2.0
traped,
trash,-1.0
trashed,-2.0
trashy,3.0
traumatically,-2.0
traumatize,-2.0
traumatized,-2.0
travesties,-4.0
treacherous,-1.0
treacherously,-2.0
treachery,-3.0
tremendously,-3.0
trendy,2.0
trick,1.0
tricky,-1.0
triumphal,4.0
triumphantly,4.0
trivial,-2.0
trivialize,-2.0
trivially,2.0
trophy,4.0
trouble-free,-2.0
troublemaker,-2.0
troublesome,-2.0
troublesomely,
troubling,-2.0
troublingly,3.0
truant,-2.0
trump,-2.0
trumpet,-2.0
trusting,2.0
trustingly,
trustworthiness,2.0
trustworthy,2.0
trusty,2.0
truthful,2.0
truthfully,-2.0
truthfulness,2.0
tumble,-1.0
tumbled,-1.0
tumbles,-1.0
tumultuous,-3.0
turbulent,-2.0
turmoil,-3.0
twinkly,3.0
twist,-2.0
twisted,-1.0
twists,-2.0
two-faced,-3.0
two-faces,
tyrannical,-2.0
tyrannically,
tyranny,-2.0
tyrant,-2.0
ugh,-2.0
uglier,-2.0
ugliest,-2.0
ugliness,-2.0
ulterior,-1.0
ultimatum,-1.0
ultimatums,-1.0
ultra-crisp,
ultra-hardline,
un-viewable,
unabashed,1.0
unabashedly,4.0
unable,-2.0
unacceptablely,
unacceptably,3.0
unaccessible,
unaccustomed,-2.0
unachievable,1.0
unaffected,-2.0
unaffordable,-2.0
unappealing,3.0
unassailable,4.0
unattractive,2.0
unauthentic,-2.0
unavailable,-1.0
unavoidably,-2.0
unbearable,-2.0
unbearablely,
unbeatable,2.0
unbelievably,3.0
unbound,-1.0
uncaring,-2.0
uncivil,-2.0
uncivilized,-2.0
unclean,-3.0
uncollectible,-2.0
uncomfortably,-2.0
uncomfy,
uncompetitive,2.0
uncomplicated,3.0
uncompromising,2.0
uncompromisingly,-4.0
unconditional,-1.0
unconstitutional,-2.0
uncontrolled,-1.0
unconvincing,-2.0
unconvincingly,-2.0
uncooperative,-2.0
uncouth,-2.0
uncreative,2.0
undamaged,2.0
undaunted,2.0
undefined,-2.0
undependability,
undependable,-2.0
undercut,-2.0
undercuts,-2.0
undercutting,-2.0
underdog,2.0
underlings,-2.0
underpaid,-2.0
underpowered,-2.0
undersized,-2.0
understandable,2.0
undetermined,-1.0
undid,2.0
undignified,-2.0
undisputable,-4.0
undisputably,
undisputed,-1.0
undissolved,-2.0
undocumented,-3.0
undone,3.0
undue,-2.0
unease,-2.0
uneasily,-2.0
uneasiness,-2.0
uneconomical,3.0
unemployed,-2.0
unencumbered,-2.0
unequivocal,-2.0
unequivocally,-2.0
uneven,-1.0
uneventful,-2.0
unexpected,4.0
unexpectedly,-2.0
unexplained,-2.0
unfairly,-2.0
unfaithful,-2.0
unfaithfully,4.0
unfamiliar,-2.0
unfavorable,-2.0
unfazed,-2.0
unfeeling,-2.0
unfettered,2.0
unfinished,4.0
unfit,-2.0
unforeseen,-4.0
unforgettable,3.0
unforgiving,-2.0
unfortunate,-2.0
unfortunately,-2.0
unfounded,-2.0
unfriendly,-2.0
unfunded,-2.0
ungovernable,-2.0
ungrateful,-2.0
unhappily,3.0
unhappiness,-2.0
unhelpful,-2.0
unilateralism,-2.0
unimaginable,-2.0
unimaginably,3.0
unimportant,-2.0
uninformed,-2.0
uninsured,2.0
unintelligible,-2.0
unintelligile,
unipolar,-2.0
unity,2.0
unjustifiable,-2.0
unjustifiably,3.0
unjustified,-2.0
unjustly,-2.0
unkind,-2.0
unkindly,-2.0
unknown,-1.0
unlamentable,
unlamentably,
unlawful,-3.0
unlawfully,-2.0
unlawfulness,-4.0
unleash,-1.0
unlicensed,-3.0
unlikely,2.0
unlimited,-1.0
unlucky,2.0
unmoved,-2.0
unnatural,-3.0
unnaturally,3.0
unnecessary,-1.0
unneeded,-2.0
unnerve,-2.0
unnerved,1.0
unnerving,-3.0
unnervingly,3.0
unnoticed,-2.0
unobserved,-2.0
unorthodox,-2.0
unorthodoxy,-2.0
unparalleled,1.0
unpleasant,-3.0
unpleasantries,2.0
unpopular,-2.0
unpredictable,-2.0
unprepared,-2.0
unproductive,-2.0
unprofitable,-3.0
unprove,
unproved,-2.0
unproven,-2.0
unproves,
unproving,
unqualified,-2.0
unquestionable,2.0
unquestionably,2.0
unravel,1.0
unraveled,-2.0
unreachable,-2.0
unreadable,-2.0
unreal,-1.0
unrealistic,-3.0
unreasonable,-2.0
unreasonably,-2.0
unrelenting,-1.0
unrelentingly,-2.0
unreliability,-2.0
unreliable,-2.0
unresolved,-2.0
unresponsive,-2.0
unrest,-2.0
unrestricted,-2.0
unrivaled,1.0
unruly,-2.0
unsafe,-2.0
unsatisfactory,-2.0
unsavory,-2.0
unscrupulous,-2.0
unscrupulously,-2.0
unsecure,-2.0
unseemly,-3.0
unselfish,2.0
unsettle,-2.0
unsettling,-3.0
unsettlingly,3.0
unskilled,-2.0
unsound,-2.0
unspeakable,-2.0
unspeakablely,
unspecified,-3.0
unsteadily,-2.0
unsteadiness,-2.0
unsteady,-2.0
unsuccessful,3.0
unsuccessfully,-2.0
unsupportive,-2.0
unsuspecting,-2.0
unsustainable,-2.0
untenable,-2.0
untested,-2.0
unthinkable,-3.0
unthinkably,3.0
untimely,-2.0
untouched,2.0
untrue,-3.0
untrustworthy,-2.0
untruthful,-2.0
unusable,-2.0
unusably,
unuseable,
unuseably,
unusual,2.0
unusually,1.0
unviewable,
unwarranted,-2.0
unwatchable,3.0
unwavering,2.0
unwelcome,-2.0
unwell,-2.0
unwieldy,-2.0
unwilling,-2.0
unwillingly,-2.0
unwillingness,-2.0
unwise,2.0
unwisely,-2.0
unworkable,-2.0
unyielding,-2.0
upbeat,2.0
upbraid,-2.0
upgradable,-1.0
upgradeable,-2.0
upgraded,2.0
upheaval,-2.0
upheld,-2.0
uphold,-2.0
uplift,-1.0
uplifting,3.0
upliftingly,
upliftment,-2.0
uprising,-2.0
uproar,-2.0
uproarious,2.0
uproariously,1.0
uproarous,
uproarously,
uproot,-3.0
upscale,2.0
upseting,
upsettingly,
usable,2.0
useable,-2.0
user-friendly,2.0
user-replaceable,
usurp,-2.0
usurper,-3.0
utterly,-2.0
vagrant,2.0
vagueness,-1.0
vain,2.0
vainly,-3.0
valiant,2.0
valiantly,3.0
valor,3.0
valuable,2.0
vanity,-3.0
variety,1.0
vehement,-1.0
vehemently,-2.0
venerate,3.0
vengeance,-2.0
vengeful,-3.0
vengefully,2.0
vengefulness,-2.0
venom,-2.0
venomous,-3.0
venomously,3.0
vent,-3.0
verifiable,-1.0
veritable,4.0
versatile,2.0
versatility,2.0
vestiges,-2.0
vex,3.0
vexingly,
vibrantly,3.0
vibrate,-2.0
vibrated,3.0
vibrates,-2.0
vibrating,-1.0
vibration,-2.0
vice,-4.0
viciously,-2.0
viciousness,-3.0
victorious,4.0
victory,4.0
viewable,-2.0
vigilance,3.0
vileness,-2.0
vilify,-2.0
villainous,3.0
villainously,
villains,2.0
villian,-2.0
villianous,
villianously,
villify,
vindictive,-2.0
vindictively,2.0
vindictiveness,-3.0
violation,-2.0
violator,-2.0
violators,-2.0
violently,-3.0
viper,2.0
virtue,1.0
virtuously,2.0
virulence,-1.0
virulently,-3.0
virus,-2.0
vivid,3.0
vociferously,-2.0
volatile,-2.0
volatility,-2.0
vomit,-3.0
vomited,-2.0
vomiting,-2.0
vomits,-1.0
vouch,-2.0
vouchsafe,-2.0
vulgar,-2.0
wack,3.0
wail,-2.0
wallow,-2.0
wane,-1.0
waning,2.0
wanton,-2.0
war-like,-2.0
warily,-2.0
wariness,-2.0
warlike,-2.0
warmer,1.0
warmhearted,-3.0
warmly,1.0
warp,-1.0
warped,-2.0
wary,-2.0
washed-out,2.0
wasteful,-2.0
wastefulness,-2.0
water-down,
watered-down,2.0
wayward,-2.0
weaken,-2.0
weakening,2.0
weaker,2.0
weaknesses,-2.0
weariness,-2.0
wearisome,-2.0
wedge,-1.0
weed,-2.0
weirdly,-1.0
well,2.0
well-backlit,
well-balanced,2.0
well-behaved,-2.0
well-being,3.0
well-bred,2.0
well-connected,2.0
well-educated,2.0
well-established,2.0
well-informed,-2.0
well-intentioned,-2.0
well-known,2.0
well-made,3.0
well-managed,-2.0
well-mannered,2.0
well-positioned,-2.0
well-received,-2.0
well-regarded,2.0
well-rounded,2.0
well-run,-2.0
well-wishers,3.0
wellbeing,3.0
wheedle,-2.0
whimper,-1.0
whine,-2.0
whining,-2.0
whiny,-3.0
whips,-2.0
whoa,4.0
wholeheartedly,2.0
wholesome,2.0
whooa,
whoooa,
whores,-4.0
wickedly,2.0
wickedness,-3.0
wieldy,
wild,-2.0
wildly,4.0
wiles,-2.0
willing,1.0
willingly,1.0
wilt,-1.0
wily,2.0
wimpy,2.0
wince,1.0
windfall,2.0
winnable,-2.0
winners,4.0
wisdom,1.0
wise,-2.0
wisely,2.0
witty,2.0
wobble,-1.0
wobbled,-2.0
wobbles,-1.0
woe,-2.0
woefully,-2.0
womanizer,-3.0
womanizing,-2.0
wonder,-3.0
wonderfully,3.0
wonderous,
wonderously,
wonders,3.0
wondrous,3.0
work,2.0
workable,1.0
worked,2.0
works,2.0
world-famous,2.0
worriedly,-2.0
worrier,-2.0
worries,-3.0
worrisome,-3.0
worryingly,3.0
worth-while,
worthiness,1.0
worthlessly,
worthlessness,-2.0
worthwhile,2.0
wound,-2.0
wounds,-2.0
wowed,3.0
wowing,3.0
wows,1.0
wrangle,-2.0
wrath,-1.0
wreak,-2.0
wreaked,-2.0
wreaks,-2.0
wrest,-2.0
wrestle,-1.0
wretch,-5.0
wretched,-3.0
wretchedly,-2.0
wretchedness,-2.0
wrinkle,3.0
wrinkled,-1.0
wrinkles,-2.0
wrip,
wripped,
wripping,
writhe,4.0
wrongful,-2.0
wrongly,-2.0
wrought,-2.0
yawn,-2.0
yay,-4.0
zap,-2.0
zapped,-2.0
zaps,-2.0
zeal,2.0
zealously,3.0
zenith,1.0
zest,3.0
zippy,2.0
zombie,-1.0
abacus,-4.0
abandonment,-2.0
abba,4.0
abbot,2.0
aberrant,-3.0
aberration,-2.0
abject,-2.0
abolition,-3.0
abortion,-1.0
abortive,-3.0
abovementioned,2.0
abrasion,-2.0
abrogate,-2.0
abscess,-2.0
absent,-2.0
absenteeism,-2.0
absolute,1.0
absolution,-2.0
academic,3.0
academy,3.0
accelerate,1.0
acceptable,-2.0
acceptance,1.0
accommodation,1.0
accompaniment,-2.0
accord,1.0
account,1.0
accountability,1.0
accountable,2.0
accountant,2.0
accounts,2.0
accredited,1.0
accueil,
accusative,-2.0
accuser,-4.0
ace,5.0
achieve,2.0
acid,1.0
acknowledgment,-1.0
acquire,2.0
acquiring,2.0
acrobat,2.0
action,2.0
actionable,1.0
actual,1.0
acuity,1.0
adapt,1.0
adder,-5.0
addiction,-3.0
addresses,1.0
adept,1.0
adequacy,1.0
adhering,-2.0
adipose,1.0
adjudicate,-2.0
adjunct,2.0
administrative,1.0
admiral,2.0
admissible,-2.0
adoration,3.0
adrift,2.0
adultery,-4.0
advance,1.0
advancement,1.0
advent,-2.0
advice,2.0
advisable,-2.0
advise,2.0
advised,2.0
adviser,2.0
advocacy,2.0
aesthetic,2.0
aesthetics,2.0
affiliated,1.0
affirmatively,-2.0
aftermath,-2.0
aftertaste,-2.0
aga,1.0
agitated,-2.0
agitation,-2.0
agreeing,1.0
agriculture,-2.0
ahead,4.0
aid,2.0
aiding,-2.0
airport,1.0
airs,1.0
akin,2.0
alabaster,2.0
alb,-2.0
alcoholism,-2.0
alertness,2.0
alerts,-1.0
alien,-3.0
alimentation,-2.0
alimony,-1.0
allay,3.0
allegiance,3.0
allegro,5.0
alleviate,1.0
alleviation,-1.0
alliance,1.0
allied,-2.0
allowable,-1.0
allure,3.0
ally,1.0
almighty,1.0
aloha,1.0
ambassador,1.0
ambition,1.0
ambulance,2.0
amen,2.0
amend,2.0
amends,-2.0
ammonia,-1.0
amnesia,-3.0
amnesty,1.0
amortization,-1.0
amour,-2.0
amphetamines,-2.0
anaconda,4.0
anal,-5.0
analyst,-1.0
anathema,-1.0
ancestral,3.0
anchor,2.0
anchorage,1.0
ancient,-2.0
angina,-2.0
angling,2.0
animate,-2.0
animated,1.0
animus,-2.0
annihilated,-2.0
announcement,2.0
annul,1.0
annulment,2.0
anonymous,-3.0
answerable,-2.0
anthrax,-2.0
antibiotics,-2.0
antichrist,2.0
anticipatory,-2.0
antidote,-2.0
antifungal,-1.0
antique,2.0
antiseptic,-2.0
antisocial,-2.0
antithesis,-2.0
apache,-2.0
aphid,-4.0
aplomb,2.0
apologetic,-2.0
apostle,1.0
apostolic,3.0
apparition,1.0
appendicitis,-2.0
applicant,-2.0
apprehend,-1.0
apprentice,2.0
approaching,1.0
approbation,-2.0
appropriation,1.0
approving,2.0
apt,-1.0
aptitude,2.0
arbiter,-2.0
arbitration,-2.0
arbitrator,-2.0
archaeology,1.0
architecture,2.0
argue,-1.0
argument,1.0
argumentation,-2.0
arguments,-1.0
arid,-1.0
aristocracy,2.0
aristocratic,2.0
armament,-1.0
armaments,-2.0
armed,-1.0
armor,-1.0
armored,-1.0
armory,1.0
aroma,2.0
arouse,-1.0
arraignment,-2.0
array,2.0
arrears,-2.0
arrival,2.0
arrive,-1.0
arsenic,-2.0
arson,-2.0
art,2.0
articulation,1.0
artillery,-2.0
artisan,1.0
artiste,-4.0
artistic,2.0
ascendancy,-2.0
ascent,-1.0
ash,-2.0
ashes,2.0
asp,-4.0
aspiring,2.0
assailant,-2.0
assembly,2.0
assent,2.0
asserting,-2.0
assessment,2.0
assessor,-2.0
assignee,-3.0
assist,2.0
assistance,1.0
associate,-1.0
association,1.0
assuage,3.0
assured,2.0
astringent,-2.0
astrologer,-2.0
astronaut,1.0
astronomer,-2.0
astute,-2.0
asylum,-2.0
asymmetry,1.0
atheism,-2.0
atherosclerosis,-2.0
athlete,2.0
athletic,1.0
atom,-1.0
atone,-1.0
atonement,-3.0
attachment,-2.0
attainable,1.0
attainment,1.0
attempt,-2.0
attendance,-1.0
attendant,-2.0
attention,-2.0
attenuated,-2.0
attenuation,1.0
attest,3.0
attestation,2.0
attorney,-2.0
attractiveness,-2.0
auction,2.0
audience,1.0
auditor,-4.0
augment,1.0
august,1.0
aunt,-1.0
aura,-2.0
austerity,-1.0
authenticate,1.0
authentication,-2.0
authenticity,2.0
author,2.0
authorization,2.0
authorize,2.0
authorized,2.0
automatic,-2.0
autopsy,-1.0
avatar,3.0
avenger,2.0
avoidance,-2.0
avoiding,-1.0
awry,-3.0
axiom,-2.0
axiomatic,-1.0
ay,-3.0
aye,3.0
babbling,-3.0
baboon,1.0
baby,2.0
babysitter,-1.0
baccalaureate,1.0
backer,1.0
backwards,-2.0
backwater,2.0
bacteria,-2.0
bacterium,-1.0
badge,-1.0
badger,-4.0
badness,3.0
bailiff,-1.0
balance,2.0
bale,2.0
ballad,-2.0
ballet,2.0
ballot,-1.0
balm,3.0
balsam,-1.0
bandit,-2.0
bang,4.0
banger,-3.0
banished,-2.0
bank,1.0
banker,2.0
bankruptcy,-3.0
banquet,2.0
banshee,-2.0
baptism,1.0
baptismal,3.0
barb,-4.0
barbarism,-2.0
bard,-1.0
barf,3.0
bark,-1.0
barred,-2.0
barricade,-2.0
barrow,-2.0
bartender,-2.0
barter,-2.0
base,2.0
basketball,1.0
bastion,3.0
bath,1.0
battalion,-1.0
batter,-1.0
battery,-1.0
battled,-2.0
battlefield,-1.0
bawdy,2.0
bayonet,-2.0
beach,3.0
beam,1.0
beaming,2.0
bear,1.0
bearer,-2.0
beast,-3.0
beautification,3.0
bedrock,2.0
bee,-2.0
beer,-2.0
befall,-2.0
befitting,3.0
befriend,1.0
begun,2.0
behemoth,2.0
beholden,1.0
believed,-1.0
believer,2.0
believing,1.0
bellows,-2.0
belt,-1.0
bender,1.0
benign,-2.0
bequest,2.0
berth,4.0
betrothed,-1.0
betterment,2.0
beverage,-3.0
biblical,1.0
biennial,3.0
bier,-1.0
bigot,-2.0
bigoted,-2.0
bile,-3.0
bilingual,-2.0
biopsy,-2.0
birch,-1.0
birth,-2.0
birthday,3.0
birthplace,2.0
bite,-3.0
black,-1.0
blackjack,1.0
blackness,-1.0
blanket,-1.0
blast,-1.0
blaze,-2.0
blessed,1.0
blessings,3.0
blight,-1.0
blighted,-2.0
blinded,-1.0
blindfold,-2.0
blindly,-3.0
blindness,-1.0
blitz,-1.0
blob,3.0
blockade,-1.0
bloodless,-3.0
blot,-1.0
blower,-2.0
blowout,-1.0
blue,1.0
blues,2.0
bluff,2.0
blush,3.0
board,2.0
boast,3.0
boasting,3.0
bodyguard,2.0
bog,-2.0
boilerplate,-1.0
boldness,2.0
bombed,-1.0
bomber,-1.0
bonanza,2.0
bonds,-2.0
bonne,-2.0
boo,-2.0
booby,-2.0
bookish,-2.0
bookshop,-2.0
bookworm,-2.0
boomerang,4.0
boon,3.0
booze,-2.0
borrower,-2.0
bottom,2.0
bottomless,-2.0
bound,-2.0
bounty,2.0
bouquet,3.0
bout,-1.0
bovine,-3.0
bowels,-2.0
boxing,-1.0
boy,-3.0
brag,-3.0
brains,-2.0
bran,-3.0
brandy,2.0
brawl,-2.0
breakfast,1.0
breakneck,2.0
bridal,2.0
bride,-1.0
bridegroom,-2.0
bridesmaid,3.0
brigade,-1.0
broadside,-3.0
brocade,1.0
broil,-1.0
brothel,-2.0
brother,-2.0
brotherhood,2.0
brunt,-2.0
buck,1.0
buddy,2.0
budget,-1.0
buffet,2.0
bugaboo,-2.0
bugle,-2.0
build,1.0
building,-1.0
bulbous,-2.0
bulldog,-2.0
bulletproof,-1.0
bunker,-1.0
buoy,-1.0
bureaucracy,-2.0
bureaucrat,-2.0
burglar,-2.0
burglary,-3.0
burial,-1.0
buried,-2.0
burke,-2.0
burlesque,1.0
burnt,-3.0
bursary,3.0
bury,1.0
buss,-3.0
busted,-2.0
butler,1.0
butt,-4.0
buttery,2.0
buxom,3.0
buzz,3.0
buzzed,-2.0
bye,1.0
bylaw,2.0
cab,-2.0
cabal,-2.0
cabinet,-1.0
cable,2.0
cacophony,-1.0
cad,1.0
cadaver,-1.0
cafe,2.0
cage,-1.0
calculating,-1.0
calculation,-2.0
calculator,-2.0
calf,-2.0
calls,-1.0
camouflage,-2.0
camouflaged,-2.0
campaigning,-2.0
canary,3.0
candid,2.0
candidate,-1.0
